system_date,order_type,food_name,qty,gross_price,discount_rate,total_discount_price,total_price,discount_ratio_effective,day_of_week,is_weekend,month,year,is_month_start,is_month_end,week_of_month,is_holiday,holiday_name,is_pre_holiday,is_post_holiday,order_time,order_datetime,temp_avg,rain_mm,is_rainy
1/10/2020,table,Item50,2,6541.96,0.19073886,1006.35,5535.61,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,10:19:57,2020-01-10 10:19:57+05:30,28.5,0,0
1/10/2020,delivery,Sweet Burger 22,2,2028.91,0.017136489,441.69,1587.22,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,15:26:22,2020-01-10 15:26:22+05:30,29.5,0,0
1/10/2020,delivery,Veggie Drink 19,4,4087.46,0.5,1971.72,2115.74,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,14:34:19,2020-01-10 14:34:19+05:30,30.5,0,0
1/10/2020,delivery,Spicy Burger,4,1973.29,0.00059828,706,1267.29,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,13:28:16,2020-01-10 13:28:16+05:30,30.8,0,0
1/10/2020,delivery,Zesty Pasta 9,3,1851.62,0,694.4,1157.22,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,9:04:10,2020-01-10 09:04:10+05:30,26.9,0,0
1/10/2020,takeaway,Veggie Sandwich,3,3109.1,0.191878012,987.32,2121.78,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,20:36:25,2020-01-10 20:36:25+05:30,27,0,0
1/10/2020,table,Herb Sandwich 9,1,1799.49,0.484521223,661.19,1138.3,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,20:23:51,2020-01-10 20:23:51+05:30,27,0,0
1/10/2020,table,Crispy Pasta 12,1,4636.35,0.234289769,517.46,4118.89,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,18:01:35,2020-01-10 18:01:35+05:30,27.3,0,0
1/10/2020,takeaway,Crispy Drink,1,1091.96,0.00623922,116.57,975.39,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,13:10:21,2020-01-10 13:10:21+05:30,30.8,0,0
1/10/2020,table,Crispy Chicken 22,2,3333.47,0.5,2563.29,770.18,0.768955473,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,19:17:01,2020-01-10 19:17:01+05:30,27.6,0,0
1/10/2020,delivery,Deluxe Pizza 22,3,2080.12,0,359.4,1720.72,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,13:08:34,2020-01-10 13:08:34+05:30,30.8,0,0
1/10/2020,table,Veggie Roll,1,1399.98,0.2126078,324.83,1075.15,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,18:52:08,2020-01-10 18:52:08+05:30,27.3,0,0
1/10/2020,table,Spicy Burger 9,2,1994.95,0,453.38,1541.57,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,9:01:17,2020-01-10 09:01:17+05:30,26.9,0,0
1/10/2020,table,Deluxe Chicken,2,2455.04,0,673.26,1781.78,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,11:57:14,2020-01-10 11:57:14+05:30,29.6,0,0
1/10/2020,delivery,Veggie Burger,2,157.12,0.18285983,46.95,110.17,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,18:31:54,2020-01-10 18:31:54+05:30,27.3,0,0
1/10/2020,table,Deluxe Pizza,1,1592.02,0.210943663,531.08,1060.94,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,14:40:22,2020-01-10 14:40:22+05:30,30.5,0,0
1/10/2020,takeaway,Crispy Drink,4,943.63,0,268.29,675.34,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,16:17:41,2020-01-10 16:17:41+05:30,28.9,0,0
1/10/2020,table,Sweet Chicken 12,2,1492.31,0.223389083,725.8,766.51,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,10:42:14,2020-01-10 10:42:14+05:30,28.5,0,0
1/10/2020,takeaway,Item50,2,4458.35,0.191281814,465.41,3992.94,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,19:01:53,2020-01-10 19:01:53+05:30,27.6,0,0
1/10/2020,table,Deluxe Chicken,1,6784.74,0.252425023,1624.77,5159.97,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,17:21:37,2020-01-10 17:21:37+05:30,27.9,0,0
1/10/2020,table,Crispy Dessert 9,3,2126.78,0.014240212,549.25,1577.53,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,12:03:58,2020-01-10 12:03:58+05:30,30.4,0,0
1/10/2020,takeaway,Sweet Roll 9,4,2077.09,0.248330476,711.3,1365.79,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,19:18:59,2020-01-10 19:18:59+05:30,27.6,0,0
1/11/2020,table,Crispy Pasta 12,3,2425.02,0,625.44,1799.58,,5,1,1,2020,0,0,2,0,,0,1,12:49:09,2020-01-11 12:49:09+05:30,29.8,0,0
1/11/2020,table,Spicy Burger,2,981.09,0,296.78,684.31,,5,1,1,2020,0,0,2,0,,0,1,13:56:57,2020-01-11 13:56:57+05:30,30.2,0,0
1/11/2020,delivery,Deluxe Pizza,1,2885.05,0,444.4,2440.65,,5,1,1,2020,0,0,2,0,,0,1,11:52:56,2020-01-11 11:52:56+05:30,29.4,0,0
1/11/2020,delivery,Deluxe Pizza,4,2088.81,0,255.87,1832.94,0.122495584,5,1,1,2020,0,0,2,0,,0,1,20:19:31,2020-01-11 20:19:31+05:30,26.2,0,0
1/11/2020,delivery,Spicy Burger 19,5,172.52,0.190326267,54.6,117.92,,5,1,1,2020,0,0,2,0,,0,1,10:42:29,2020-01-11 10:42:29+05:30,28.8,0,0
1/11/2020,takeaway,Zesty Pasta 9,2,1449.83,0.245182876,403.29,1046.54,,5,1,1,2020,0,0,2,0,,0,1,12:30:52,2020-01-11 12:30:52+05:30,29.8,0,0
1/11/2020,takeaway,Deluxe Pizza 19,1,3014.69,0.260255657,1224.54,1790.15,,5,1,1,2020,0,0,2,0,,0,1,11:07:15,2020-01-11 11:07:15+05:30,29.4,0,0
1/11/2020,delivery,Veggie Roll 9,2,1630.81,0.029158069,457.13,1173.68,,5,1,1,2020,0,0,2,0,,0,1,20:06:44,2020-01-11 20:06:44+05:30,26.2,0,0
1/11/2020,table,Veggie Burger,1,595.5,0.005495747,250.32,345.18,,5,1,1,2020,0,0,2,0,,0,1,15:12:55,2020-01-11 15:12:55+05:30,30.2,0,0
1/11/2020,takeaway,Herb Drink 9,4,2987.47,0,730.47,2257,,5,1,1,2020,0,0,2,0,,0,1,21:54:22,2020-01-11 21:54:22+05:30,25.7,0,0
1/11/2020,delivery,Sweet Chicken 19,1,3440.98,0.257180293,1224.19,2216.79,,5,1,1,2020,0,0,2,0,,0,1,17:44:19,2020-01-11 17:44:19+05:30,28.9,0,0
1/11/2020,delivery,Spicy Burger 19,3,1276.35,0.012659988,393.5,882.85,,5,1,1,2020,0,0,2,0,,0,1,14:42:08,2020-01-11 14:42:08+05:30,30.9,0,0
1/11/2020,delivery,Herb Burger,3,4446.35,0,837.93,3608.42,,5,1,1,2020,0,0,2,0,,0,1,14:58:17,2020-01-11 14:58:17+05:30,30.9,0,0
1/11/2020,delivery,Sweet Chicken 19,8,2984.52,0.258716146,885.82,2098.7,,5,1,1,2020,0,0,2,0,,0,1,20:40:12,2020-01-11 20:40:12+05:30,26.2,0,0
1/11/2020,table,Herb Burger 12,6,5868.66,0.25,1563.67,4304.99,0.266444129,5,1,1,2020,0,0,2,0,,0,1,14:11:52,2020-01-11 14:11:52+05:30,30.9,0,0
1/11/2020,delivery,Spicy Sandwich 19,3,148.11,0.223953549,44.23,103.88,,5,1,1,2020,0,0,2,0,,0,1,20:28:32,2020-01-11 20:28:32+05:30,26.2,0,0
1/11/2020,table,Deluxe Dessert 22,2,8034.12,0,3402.11,4632.01,0.423457703,5,1,1,2020,0,0,2,0,,0,1,10:48:21,2020-01-11 10:48:21+05:30,28.8,0,0
1/11/2020,table,Classic Chicken 19,1,4012.9,0.004918307,1527.25,2485.65,,5,1,1,2020,0,0,2,0,,0,1,9:29:17,2020-01-11 09:29:17+05:30,27,0,0
1/11/2020,table,Sweet Burger 12,1,120,0,29.26,90.74,,5,1,1,2020,0,0,2,0,,0,1,18:44:11,2020-01-11 18:44:11+05:30,27.7,0,0
1/11/2020,takeaway,Deluxe Chicken,6,3241.86,0.022018504,1114.53,2127.33,,5,1,1,2020,0,0,2,0,,0,1,11:04:21,2020-01-11 11:04:21+05:30,29.4,0,0
1/11/2020,delivery,Spicy Burger,4,3296.13,0.016207522,669.31,2626.82,,5,1,1,2020,0,0,2,0,,0,1,16:24:53,2020-01-11 16:24:53+05:30,29.7,0,0
1/11/2020,delivery,Veggie Drink 12,5,890.18,0.021367983,193,697.18,,5,1,1,2020,0,0,2,0,,0,1,9:58:39,2020-01-11 09:58:39+05:30,27,0,0
1/11/2020,takeaway,Item50,3,1985.24,0.001138291,919.12,1066.12,,5,1,1,2020,0,0,2,0,,0,1,12:22:24,2020-01-11 12:22:24+05:30,29.8,0,0
1/11/2020,table,Spicy Sandwich 19,1,2663.95,0.177166838,882.79,1781.16,,5,1,1,2020,0,0,2,0,,0,1,9:17:38,2020-01-11 09:17:38+05:30,27,0,0
1/11/2020,delivery,Sweet Chicken,2,2381.92,0,178.1,2203.82,,5,1,1,2020,0,0,2,0,,0,1,19:40:42,2020-01-11 19:40:42+05:30,27,0,0
1/11/2020,delivery,Spicy Burger 19,3,2344.25,0,1038.74,1305.51,,5,1,1,2020,0,0,2,0,,0,1,18:37:53,2020-01-11 18:37:53+05:30,27.7,0,0
1/11/2020,table,Veggie Roll,4,987.08,0,332.36,654.72,0.336710297,5,1,1,2020,0,0,2,0,,0,1,18:21:23,2020-01-11 18:21:23+05:30,27.7,0,0
1/11/2020,delivery,Herb Sandwich 9,3,1570.42,0.034405024,455.09,1115.33,,5,1,1,2020,0,0,2,0,,0,1,21:20:45,2020-01-11 21:20:45+05:30,25.7,0,0
1/11/2020,delivery,Item50,1,3963.95,0.022973961,1461.42,2502.53,,5,1,1,2020,0,0,2,0,,0,1,18:36:15,2020-01-11 18:36:15+05:30,27.7,0,0
1/11/2020,takeaway,Deluxe Pizza 19,1,5579.06,0.006173132,2489.42,3089.64,,5,1,1,2020,0,0,2,0,,0,1,10:51:24,2020-01-11 10:51:24+05:30,28.8,0,0
1/11/2020,delivery,Veggie Roll,3,2149.49,0.25,382.9,1766.59,0.178135279,5,1,1,2020,0,0,2,0,,0,1,9:51:13,2020-01-11 09:51:13+05:30,27,0,0
1/11/2020,table,Spicy Pizza,3,781.16,0.139950302,277.7,503.46,,5,1,1,2020,0,0,2,0,,0,1,18:44:54,2020-01-11 18:44:54+05:30,27.7,0,0
1/11/2020,delivery,Deluxe Pizza,3,1023.89,0.247374866,378.72,645.17,,5,1,1,2020,0,0,2,0,,0,1,15:22:16,2020-01-11 15:22:16+05:30,30.2,0,0
1/11/2020,takeaway,Sweet Burger 12,3,2215.18,0.02212941,1065.74,1149.44,,5,1,1,2020,0,0,2,0,,0,1,16:44:53,2020-01-11 16:44:53+05:30,29.7,0,0
1/11/2020,delivery,Crispy Burger,1,2336.53,0.5,1031.6,1304.93,0.441509418,5,1,1,2020,0,0,2,0,,0,1,10:58:15,2020-01-11 10:58:15+05:30,28.8,0,0
1/11/2020,takeaway,Sweet Chicken,2,2055.32,0,461.35,1593.97,,5,1,1,2020,0,0,2,0,,0,1,9:56:52,2020-01-11 09:56:52+05:30,27,0,0
1/12/2020,table,Crispy Pasta 12,1,1770.43,0.274482301,17.7,1752.73,,6,1,1,2020,0,0,2,0,,0,0,21:05:39,2020-01-12 21:05:39+05:30,26,0,0
1/12/2020,table,Deluxe Pizza,4,1334.02,0.226195063,324.49,1009.53,,6,1,1,2020,0,0,2,0,,0,0,20:09:08,2020-01-12 20:09:08+05:30,26.7,0,0
1/13/2020,takeaway,Crispy Pasta 12,2,251.19,0,95.87,155.32,,0,0,1,2020,0,0,2,0,,0,0,10:57:54,2020-01-13 10:57:54+05:30,28.5,0,0
1/13/2020,delivery,Herb Drink 9,1,1199.68,0.01398562,400.4,799.28,,0,0,1,2020,0,0,2,0,,0,0,13:15:04,2020-01-13 13:15:04+05:30,30.7,0,0
1/13/2020,delivery,Deluxe Dessert 12,2,1612.51,0.215224552,365.65,1246.86,,0,0,1,2020,0,0,2,0,,0,0,19:06:44,2020-01-13 19:06:44+05:30,26.6,0,0
1/13/2020,delivery,Herb Burger,1,2093.6,0.001592512,626.86,1466.74,,0,0,1,2020,0,0,2,0,,0,0,19:12:26,2020-01-13 19:12:26+05:30,26.6,0,0
1/13/2020,takeaway,Veggie Drink 12,8,9818.3,0.240463757,1449.23,8369.07,,0,0,1,2020,0,0,2,0,,0,0,14:22:46,2020-01-13 14:22:46+05:30,30.7,0,0
1/13/2020,delivery,Spicy Burger,1,5446.96,0.5,3256.11,2190.85,,0,0,1,2020,0,0,2,0,,0,0,9:13:49,2020-01-13 09:13:49+05:30,27.3,0,0
1/13/2020,takeaway,Spicy Sandwich 19,1,1671.78,0,437.89,1233.89,,0,0,1,2020,0,0,2,0,,0,0,18:49:49,2020-01-13 18:49:49+05:30,27.1,0,0
1/13/2020,takeaway,Deluxe Pasta 12,1,1531.84,0,364.32,1167.52,,0,0,1,2020,0,0,2,0,,0,0,10:23:11,2020-01-13 10:23:11+05:30,28.5,0,0
1/14/2020,takeaway,Crispy Pasta 12,3,3488.64,0.5,1122.09,2366.55,0.321641098,1,0,1,2020,0,0,2,0,,1,0,12:36:11,2020-01-14 12:36:11+05:30,29.7,0,0
1/14/2020,table,Herb Chicken 22,1,525.65,0.013369212,139.18,386.47,,1,0,1,2020,0,0,2,0,,1,0,20:49:48,2020-01-14 20:49:48+05:30,25.7,0,0
1/14/2020,takeaway,Veggie Drink 12,4,3831.89,0.489457225,134.26,3697.63,,1,0,1,2020,0,0,2,0,,1,0,10:27:15,2020-01-14 10:27:15+05:30,27.8,0,0
1/14/2020,delivery,Sweet Pasta 19,1,563.09,0.199671147,120.04,443.05,,1,0,1,2020,0,0,2,0,,1,0,14:08:00,2020-01-14 14:08:00+05:30,29.8,0,0
1/14/2020,delivery,Sweet Chicken 19,3,3171.98,0.257776033,579.29,2592.69,,1,0,1,2020,0,0,2,0,,1,0,9:15:51,2020-01-14 09:15:51+05:30,26.1,0,0
1/14/2020,takeaway,Zesty Roll,3,1328.49,0.180550692,511.72,816.77,,1,0,1,2020,0,0,2,0,,1,0,18:48:08,2020-01-14 18:48:08+05:30,26.7,0,0
1/14/2020,table,Veggie Drink 19,3,2143.72,0.267047603,305.52,1838.2,,1,0,1,2020,0,0,2,0,,1,0,11:06:49,2020-01-14 11:06:49+05:30,29.1,0,0
1/14/2020,delivery,Sweet Chicken 19,5,3404.87,0.214032758,1499.95,1904.92,,1,0,1,2020,0,0,2,0,,1,0,12:20:23,2020-01-14 12:20:23+05:30,29.7,0,0
1/14/2020,table,Veggie Roll,5,2474.71,0.260360358,744.53,1730.18,,1,0,1,2020,0,0,2,0,,1,0,14:07:54,2020-01-14 14:07:54+05:30,29.8,0,0
1/14/2020,delivery,Veggie Dessert 12,2,1258.83,0,429.12,829.71,,1,0,1,2020,0,0,2,0,,1,0,10:16:38,2020-01-14 10:16:38+05:30,27.8,0,0
1/14/2020,table,Spicy Drink 22,2,2377.93,0.009499393,676.27,1701.66,,1,0,1,2020,0,0,2,0,,1,0,20:45:21,2020-01-14 20:45:21+05:30,25.7,0,0
1/14/2020,delivery,Sweet Chicken 12,2,7279.05,0,1622.96,5656.09,,1,0,1,2020,0,0,2,0,,1,0,9:03:32,2020-01-14 09:03:32+05:30,26.1,0,0
1/14/2020,table,Veggie Burger,4,3684.53,0,1278.95,2405.58,,1,0,1,2020,0,0,2,0,,1,0,9:38:36,2020-01-14 09:38:36+05:30,26.1,0,0
1/14/2020,delivery,Crispy Drink,2,3907.19,0.269498011,1037.57,2869.62,,1,0,1,2020,0,0,2,0,,1,0,17:57:14,2020-01-14 17:57:14+05:30,27.9,0,0
1/14/2020,table,Herb Burger 12,1,2736.28,0.012571186,1211.98,1524.3,,1,0,1,2020,0,0,2,0,,1,0,20:28:45,2020-01-14 20:28:45+05:30,25.7,0,0
1/14/2020,delivery,Veggie Roll,4,1786.14,0.011421288,530.54,1255.6,,1,0,1,2020,0,0,2,0,,1,0,10:21:00,2020-01-14 10:21:00+05:30,27.8,0,0
1/14/2020,delivery,Crispy Dessert 9,4,1624.64,0,320.97,1303.67,0.197563768,1,0,1,2020,0,0,2,0,,1,0,10:49:18,2020-01-14 10:49:18+05:30,27.8,0,0
1/14/2020,table,Crispy Pasta 12,3,353.99,0.481358701,134.55,219.44,,1,0,1,2020,0,0,2,0,,1,0,19:37:34,2020-01-14 19:37:34+05:30,26.1,0,0
1/14/2020,table,Veggie Dessert 9,1,2547.36,0.231928105,807.94,1739.42,,1,0,1,2020,0,0,2,0,,1,0,13:03:44,2020-01-14 13:03:44+05:30,30,0,0
1/14/2020,delivery,Deluxe Pizza 19,4,346.23,0.489504968,105.7,240.53,,1,0,1,2020,0,0,2,0,,1,0,20:44:56,2020-01-14 20:44:56+05:30,25.7,0,0
1/14/2020,table,Crispy Pasta 12,1,3391.2,0.252205496,1100.3,2290.9,,1,0,1,2020,0,0,2,0,,1,0,20:18:34,2020-01-14 20:18:34+05:30,25.7,0,0
1/14/2020,takeaway,Classic Chicken,1,3367.91,0.234111491,969.78,2398.13,,1,0,1,2020,0,0,2,0,,1,0,19:26:55,2020-01-14 19:26:55+05:30,26.1,0,0
1/14/2020,table,Spicy Burger 19,1,664.02,0,260.16,403.86,,1,0,1,2020,0,0,2,0,,1,0,9:02:03,2020-01-14 09:02:03+05:30,26.1,0,0
1/14/2020,table,Herb Burger,2,1806.74,0.5,632.86,1173.88,,1,0,1,2020,0,0,2,0,,1,0,9:15:06,2020-01-14 09:15:06+05:30,26.1,0,0
1/14/2020,table,Item50,8,2588.28,0.208345405,1118.31,1469.97,,1,0,1,2020,0,0,2,0,,1,0,13:32:21,2020-01-14 13:32:21+05:30,30,0,0
1/14/2020,delivery,Spicy Chicken 19,4,2075.65,0.006562344,763.13,1312.52,,1,0,1,2020,0,0,2,0,,1,0,12:14:00,2020-01-14 12:14:00+05:30,29.7,0,0
1/14/2020,takeaway,Deluxe Pizza,3,2224.48,0,571.67,1652.81,,1,0,1,2020,0,0,2,0,,1,0,10:36:18,2020-01-14 10:36:18+05:30,27.8,0,0
1/14/2020,delivery,Classic Chicken,2,1014.3,0.5,348.24,666.06,,1,0,1,2020,0,0,2,0,,1,0,20:47:17,2020-01-14 20:47:17+05:30,25.7,0,0
1/14/2020,delivery,Spicy Burger 19,3,1286.49,0.252500991,350.75,935.74,,1,0,1,2020,0,0,2,0,,1,0,19:44:41,2020-01-14 19:44:41+05:30,26.1,0,0
1/14/2020,table,Veggie Roll,4,3848,0.006893269,977.5,2870.5,,1,0,1,2020,0,0,2,0,,1,0,19:22:36,2020-01-14 19:22:36+05:30,26.1,0,0
1/14/2020,delivery,Spicy Chicken 9,2,2481.06,0.20895929,412.74,2068.32,,1,0,1,2020,0,0,2,0,,1,0,10:10:19,2020-01-14 10:10:19+05:30,27.8,0,0
1/14/2020,delivery,Herb Pizza 9,2,7879.63,0,2448.9,5430.73,,1,0,1,2020,0,0,2,0,,1,0,20:20:02,2020-01-14 20:20:02+05:30,25.7,0,0
1/14/2020,delivery,Sweet Burger 12,2,1604.88,0.233463945,401.12,1203.76,,1,0,1,2020,0,0,2,0,,1,0,20:54:43,2020-01-14 20:54:43+05:30,25.7,0,0
1/14/2020,delivery,Herb Drink 9,1,11851.07,0.003159169,3995.82,7855.25,,1,0,1,2020,0,0,2,0,,1,0,19:59:10,2020-01-14 19:59:10+05:30,26.1,0,0
1/14/2020,table,Veggie Roll,1,1252.89,0.256403629,358.64,894.25,,1,0,1,2020,0,0,2,0,,1,0,11:48:51,2020-01-14 11:48:51+05:30,29.1,0,0
1/14/2020,table,Veggie Dessert 9,3,120,0,40.14,79.86,,1,0,1,2020,0,0,2,0,,1,0,11:44:15,2020-01-14 11:44:15+05:30,29.1,0,0
1/14/2020,table,Veggie Roll,1,121.22,0.252942389,24.75,96.47,,1,0,1,2020,0,0,2,0,,1,0,19:53:41,2020-01-14 19:53:41+05:30,26.1,0,0
1/15/2020,table,Classic Sandwich,5,8250.91,0.20406888,2332.84,5918.07,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,13:50:02,2020-01-15 13:50:02+05:30,30.8,0,0
1/15/2020,delivery,Spicy Burger 22,2,4063.15,0,884.4,3178.75,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:59:45,2020-01-15 19:59:45+05:30,26.7,0,0
1/15/2020,delivery,Crispy Pasta 12,1,1270.67,0.005775223,389.86,880.81,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:53:24,2020-01-15 19:53:24+05:30,26.7,0,0
1/15/2020,delivery,Spicy Sandwich 19,2,2566.84,0.489539856,615.66,1951.18,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,11:11:09,2020-01-15 11:11:09+05:30,29.1,0,0
1/15/2020,delivery,Veggie Burger,3,120,0,27.32,92.68,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:50:10,2020-01-15 19:50:10+05:30,26.7,0,0
1/15/2020,delivery,Spicy Burger 19,5,217.33,0.214031944,48.24,169.09,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,20:47:00,2020-01-15 20:47:00+05:30,25.9,0,0
1/15/2020,delivery,Sweet Chicken 12,2,7279.05,0,1622.96,5656.09,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,9:03:32,2020-01-15 09:03:32+05:30,26.6,0,0
1/15/2020,delivery,Crispy Pasta 12,1,2903.95,0.253476456,1623.49,1280.46,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,9:38:35,2020-01-15 09:38:35+05:30,26.6,0,0
1/15/2020,takeaway,Spicy Sandwich 19,1,151.2,0.013432326,41.74,109.46,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,18:23:32,2020-01-15 18:23:32+05:30,26.6,0,0
1/15/2020,takeaway,Zesty Burger,1,2652.81,0,521.74,2131.07,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,18:39:53,2020-01-15 18:39:53+05:30,26.6,0,0
1/15/2020,takeaway,Classic Chicken,1,1878.2,0.196383265,674.22,1203.98,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,11:30:55,2020-01-15 11:30:55+05:30,29.1,0,0
1/15/2020,table,Spicy Dessert 12,5,3299.59,0,425.55,2874.04,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:03:39,2020-01-15 19:03:39+05:30,26.7,0,0
1/15/2020,takeaway,Herb Burger 12,5,1986.05,0.239632076,326.46,1659.59,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:13:31,2020-01-15 19:13:31+05:30,26.7,0,0
1/15/2020,delivery,Spicy Burger,1,373.97,0.012585665,75.88,298.09,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,18:03:46,2020-01-15 18:03:46+05:30,26.6,0,0
1/15/2020,takeaway,Veggie Burger,2,1405.13,0.017232109,311.36,1093.77,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,20:51:21,2020-01-15 20:51:21+05:30,25.9,0,0
1/15/2020,table,Deluxe Pasta 12,2,4435.65,0.009315127,1178.15,3257.5,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,15:23:18,2020-01-15 15:23:18+05:30,29.9,0,0
1/15/2020,table,Herb Drink 9,3,297.74,0.5,158.07,139.67,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,13:27:10,2020-01-15 13:27:10+05:30,30.8,0,0
1/15/2020,table,Deluxe Pizza,4,3380.03,0.156307717,422.23,2957.8,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,12:31:48,2020-01-15 12:31:48+05:30,30.1,0,0
1/15/2020,table,Item50,6,2401.93,0.007820467,24.02,2377.91,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:05:15,2020-01-15 19:05:15+05:30,26.7,0,0
1/15/2020,takeaway,Sweet Burger 12,4,1502.95,0.004869351,474.27,1028.68,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:14:08,2020-01-15 19:14:08+05:30,26.7,0,0
1/15/2020,takeaway,Deluxe Pizza 19,2,515.01,0,104.74,410.27,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,15:28:38,2020-01-15 15:28:38+05:30,29.9,0,0
