system_date,order_type,food_name,qty,gross_price,discount_rate,total_discount_price,total_price,discount_ratio_effective,day_of_week,is_weekend,month,year,is_month_start,is_month_end,week_of_month,is_holiday,holiday_name,is_pre_holiday,is_post_holiday,order_time,order_datetime,temp_avg,rain_mm,is_rainy
2020-01-10,table,Item50,2,6541.96,0.1907388595165703,1006.35,5535.61,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,10:19:57,2020-01-10 10:19:57+05:30,28.5,0.0,0
2020-01-10,delivery,Sweet Burger 22,2,2028.91,0.0171364886129855,441.69,1587.22,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,15:26:22,2020-01-10 15:26:22+05:30,29.5,0.0,0
2020-01-10,delivery,Veggie Drink 19,4,4087.46,0.5,1971.72,2115.74,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,14:34:19,2020-01-10 14:34:19+05:30,30.5,0.0,0
2020-01-10,delivery,Spicy Burger,4,1973.29,0.0005982798151396,706.0,1267.29,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,13:28:16,2020-01-10 13:28:16+05:30,30.8,0.0,0
2020-01-10,delivery,Zesty Pasta 9,3,1851.62,0.0,694.4,1157.2199999999998,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,09:04:10,2020-01-10 09:04:10+05:30,26.9,0.0,0
2020-01-10,takeaway,Veggie Sandwich,3,3109.1,0.1918780124258334,987.32,2121.7799999999997,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,20:36:25,2020-01-10 20:36:25+05:30,27.0,0.0,0
2020-01-10,table,Herb Sandwich 9,1,1799.49,0.4845212226768568,661.19,1138.3,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,20:23:51,2020-01-10 20:23:51+05:30,27.0,0.0,0
2020-01-10,table,Crispy Pasta 12,1,4636.35,0.2342897691654842,517.46,4118.89,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,18:01:35,2020-01-10 18:01:35+05:30,27.3,0.0,0
2020-01-10,takeaway,Crispy Drink,1,1091.96,0.0062392203612095,116.57,975.3900000000001,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,13:10:21,2020-01-10 13:10:21+05:30,30.8,0.0,0
2020-01-10,table,Crispy Chicken 22,2,3333.47,0.5,2563.29,770.1799999999998,0.7689554728256142,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,19:17:01,2020-01-10 19:17:01+05:30,27.6,0.0,0
2020-01-10,delivery,Deluxe Pizza 22,3,2080.12,0.0,359.4,1720.7199999999998,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,13:08:34,2020-01-10 13:08:34+05:30,30.8,0.0,0
2020-01-10,table,Veggie Roll,1,1399.98,0.212607800236999,324.83,1075.15,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,18:52:08,2020-01-10 18:52:08+05:30,27.3,0.0,0
2020-01-10,table,Spicy Burger 9,2,1994.95,0.0,453.38,1541.5700000000002,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,09:01:17,2020-01-10 09:01:17+05:30,26.9,0.0,0
2020-01-10,table,Deluxe Chicken,2,2455.04,0.0,673.26,1781.78,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,11:57:14,2020-01-10 11:57:14+05:30,29.6,0.0,0
2020-01-10,delivery,Veggie Burger,2,157.12,0.1828598298103083,46.95,110.17,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,18:31:54,2020-01-10 18:31:54+05:30,27.3,0.0,0
2020-01-10,table,Deluxe Pizza,1,1592.02,0.2109436626432121,531.08,1060.94,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,14:40:22,2020-01-10 14:40:22+05:30,30.5,0.0,0
2020-01-10,takeaway,Crispy Drink,4,943.63,0.0,268.29,675.3399999999999,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,16:17:41,2020-01-10 16:17:41+05:30,28.9,0.0,0
2020-01-10,table,Sweet Chicken 12,2,1492.31,0.2233890833598817,725.8,766.51,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,10:42:14,2020-01-10 10:42:14+05:30,28.5,0.0,0
2020-01-10,takeaway,Item50,2,4458.35,0.1912818139555661,465.41,3992.9400000000005,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,19:01:53,2020-01-10 19:01:53+05:30,27.6,0.0,0
2020-01-10,table,Deluxe Chicken,1,6784.74,0.2524250227724696,1624.77,5159.969999999999,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,17:21:37,2020-01-10 17:21:37+05:30,27.9,0.0,0
2020-01-10,table,Crispy Dessert 9,3,2126.78,0.0142402119308116,549.25,1577.5300000000002,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,12:03:58,2020-01-10 12:03:58+05:30,30.4,0.0,0
2020-01-10,takeaway,Sweet Roll 9,4,2077.09,0.2483304761588391,711.3,1365.79,,4,0,1,2020,0,0,2,1,Duruthu Full Moon Poya Day,0,0,19:18:59,2020-01-10 19:18:59+05:30,27.6,0.0,0
2020-01-11,table,Crispy Pasta 12,3,2425.02,0.0,625.44,1799.58,,5,1,1,2020,0,0,2,0,,0,1,12:49:09,2020-01-11 12:49:09+05:30,29.8,0.0,0
2020-01-11,table,Spicy Burger,2,981.09,0.0,296.78,684.3100000000001,,5,1,1,2020,0,0,2,0,,0,1,13:56:57,2020-01-11 13:56:57+05:30,30.2,0.0,0
2020-01-11,delivery,Deluxe Pizza,1,2885.05,0.0,444.4,2440.65,,5,1,1,2020,0,0,2,0,,0,1,11:52:56,2020-01-11 11:52:56+05:30,29.4,0.0,0
2020-01-11,delivery,Deluxe Pizza,4,2088.81,0.0,255.87,1832.94,0.1224955836098065,5,1,1,2020,0,0,2,0,,0,1,20:19:31,2020-01-11 20:19:31+05:30,26.2,0.0,0
2020-01-11,delivery,Spicy Burger 19,5,172.52,0.1903262669667088,54.6,117.92000000000002,,5,1,1,2020,0,0,2,0,,0,1,10:42:29,2020-01-11 10:42:29+05:30,28.8,0.0,0
2020-01-11,takeaway,Zesty Pasta 9,2,1449.83,0.2451828756574272,403.29,1046.54,,5,1,1,2020,0,0,2,0,,0,1,12:30:52,2020-01-11 12:30:52+05:30,29.8,0.0,0
2020-01-11,takeaway,Deluxe Pizza 19,1,3014.69,0.2602556569803783,1224.54,1790.15,,5,1,1,2020,0,0,2,0,,0,1,11:07:15,2020-01-11 11:07:15+05:30,29.4,0.0,0
2020-01-11,delivery,Veggie Roll 9,2,1630.81,0.0291580686877618,457.13,1173.6799999999998,,5,1,1,2020,0,0,2,0,,0,1,20:06:44,2020-01-11 20:06:44+05:30,26.2,0.0,0
2020-01-11,table,Veggie Burger,1,595.5,0.0054957470042644,250.32,345.18,,5,1,1,2020,0,0,2,0,,0,1,15:12:55,2020-01-11 15:12:55+05:30,30.2,0.0,0
2020-01-11,takeaway,Herb Drink 9,4,2987.47,0.0,730.47,2257.0,,5,1,1,2020,0,0,2,0,,0,1,21:54:22,2020-01-11 21:54:22+05:30,25.7,0.0,0
2020-01-11,delivery,Sweet Chicken 19,1,3440.98,0.2571802933528146,1224.19,2216.79,,5,1,1,2020,0,0,2,0,,0,1,17:44:19,2020-01-11 17:44:19+05:30,28.9,0.0,0
2020-01-11,delivery,Spicy Burger 19,3,1276.35,0.0126599882100672,393.5,882.8499999999999,,5,1,1,2020,0,0,2,0,,0,1,14:42:08,2020-01-11 14:42:08+05:30,30.9,0.0,0
2020-01-11,delivery,Herb Burger,3,4446.35,0.0,837.93,3608.4200000000005,,5,1,1,2020,0,0,2,0,,0,1,14:58:17,2020-01-11 14:58:17+05:30,30.9,0.0,0
2020-01-11,delivery,Sweet Chicken 19,8,2984.52,0.2587161457715353,885.82,2098.7,,5,1,1,2020,0,0,2,0,,0,1,20:40:12,2020-01-11 20:40:12+05:30,26.2,0.0,0
2020-01-11,table,Herb Burger 12,6,5868.66,0.25,1563.67,4304.99,0.2664441286426544,5,1,1,2020,0,0,2,0,,0,1,14:11:52,2020-01-11 14:11:52+05:30,30.9,0.0,0
2020-01-11,delivery,Spicy Sandwich 19,3,148.11,0.2239535490418428,44.23,103.88000000000002,,5,1,1,2020,0,0,2,0,,0,1,20:28:32,2020-01-11 20:28:32+05:30,26.2,0.0,0
2020-01-11,table,Deluxe Dessert 22,2,8034.12,0.0,3402.11,4632.01,0.4234577028971437,5,1,1,2020,0,0,2,0,,0,1,10:48:21,2020-01-11 10:48:21+05:30,28.8,0.0,0
2020-01-11,table,Classic Chicken 19,1,4012.9,0.0049183066527498,1527.25,2485.65,,5,1,1,2020,0,0,2,0,,0,1,09:29:17,2020-01-11 09:29:17+05:30,27.0,0.0,0
2020-01-11,table,Sweet Burger 12,1,120.0,0.0,29.26,90.74,,5,1,1,2020,0,0,2,0,,0,1,18:44:11,2020-01-11 18:44:11+05:30,27.7,0.0,0
2020-01-11,takeaway,Deluxe Chicken,6,3241.86,0.0220185041247395,1114.53,2127.33,,5,1,1,2020,0,0,2,0,,0,1,11:04:21,2020-01-11 11:04:21+05:30,29.4,0.0,0
2020-01-11,delivery,Spicy Burger,4,3296.13,0.0162075221623428,669.31,2626.82,,5,1,1,2020,0,0,2,0,,0,1,16:24:53,2020-01-11 16:24:53+05:30,29.7,0.0,0
2020-01-11,delivery,Veggie Drink 12,5,890.18,0.0213679832053183,193.0,697.18,,5,1,1,2020,0,0,2,0,,0,1,09:58:39,2020-01-11 09:58:39+05:30,27.0,0.0,0
2020-01-11,takeaway,Item50,3,1985.24,0.001138290804487,919.12,1066.12,,5,1,1,2020,0,0,2,0,,0,1,12:22:24,2020-01-11 12:22:24+05:30,29.8,0.0,0
2020-01-11,table,Spicy Sandwich 19,1,2663.95,0.17716683793468,882.79,1781.1599999999999,,5,1,1,2020,0,0,2,0,,0,1,09:17:38,2020-01-11 09:17:38+05:30,27.0,0.0,0
2020-01-11,delivery,Sweet Chicken,2,2381.92,0.0,178.1,2203.82,,5,1,1,2020,0,0,2,0,,0,1,19:40:42,2020-01-11 19:40:42+05:30,27.0,0.0,0
2020-01-11,delivery,Spicy Burger 19,3,2344.25,0.0,1038.74,1305.51,,5,1,1,2020,0,0,2,0,,0,1,18:37:53,2020-01-11 18:37:53+05:30,27.7,0.0,0
2020-01-11,table,Veggie Roll,4,987.08,0.0,332.36,654.72,0.3367102970377274,5,1,1,2020,0,0,2,0,,0,1,18:21:23,2020-01-11 18:21:23+05:30,27.7,0.0,0
2020-01-11,delivery,Herb Sandwich 9,3,1570.42,0.0344050241908664,455.09,1115.3300000000002,,5,1,1,2020,0,0,2,0,,0,1,21:20:45,2020-01-11 21:20:45+05:30,25.7,0.0,0
2020-01-11,delivery,Item50,1,3963.95,0.022973960682114,1461.42,2502.53,,5,1,1,2020,0,0,2,0,,0,1,18:36:15,2020-01-11 18:36:15+05:30,27.7,0.0,0
2020-01-11,takeaway,Deluxe Pizza 19,1,5579.06,0.0061731324835404,2489.42,3089.6400000000003,,5,1,1,2020,0,0,2,0,,0,1,10:51:24,2020-01-11 10:51:24+05:30,28.8,0.0,0
2020-01-11,delivery,Veggie Roll,3,2149.49,0.25,382.9,1766.5899999999997,0.1781352786009704,5,1,1,2020,0,0,2,0,,0,1,09:51:13,2020-01-11 09:51:13+05:30,27.0,0.0,0
2020-01-11,table,Spicy Pizza,3,781.16,0.1399503022687875,277.7,503.46,,5,1,1,2020,0,0,2,0,,0,1,18:44:54,2020-01-11 18:44:54+05:30,27.7,0.0,0
2020-01-11,delivery,Deluxe Pizza,3,1023.89,0.2473748661936617,378.72,645.17,,5,1,1,2020,0,0,2,0,,0,1,15:22:16,2020-01-11 15:22:16+05:30,30.2,0.0,0
2020-01-11,takeaway,Sweet Burger 12,3,2215.18,0.0221294098626626,1065.74,1149.4399999999998,,5,1,1,2020,0,0,2,0,,0,1,16:44:53,2020-01-11 16:44:53+05:30,29.7,0.0,0
2020-01-11,delivery,Crispy Burger,1,2336.53,0.5,1031.6,1304.9300000000003,0.4415094178118833,5,1,1,2020,0,0,2,0,,0,1,10:58:15,2020-01-11 10:58:15+05:30,28.8,0.0,0
2020-01-11,takeaway,Sweet Chicken,2,2055.32,0.0,461.35,1593.9700000000003,,5,1,1,2020,0,0,2,0,,0,1,09:56:52,2020-01-11 09:56:52+05:30,27.0,0.0,0
2020-01-12,table,Crispy Pasta 12,1,1770.43,0.274482300818921,17.7,1752.73,,6,1,1,2020,0,0,2,0,,0,0,21:05:39,2020-01-12 21:05:39+05:30,26.0,0.0,0
2020-01-12,table,Deluxe Pizza,4,1334.02,0.2261950632103024,324.49,1009.53,,6,1,1,2020,0,0,2,0,,0,0,20:09:08,2020-01-12 20:09:08+05:30,26.7,0.0,0
2020-01-13,takeaway,Crispy Pasta 12,2,251.19,0.0,95.87,155.32,,0,0,1,2020,0,0,2,0,,0,0,10:57:54,2020-01-13 10:57:54+05:30,28.5,0.0,0
2020-01-13,delivery,Herb Drink 9,1,1199.68,0.0139856196430441,400.4,799.28,,0,0,1,2020,0,0,2,0,,0,0,13:15:04,2020-01-13 13:15:04+05:30,30.7,0.0,0
2020-01-13,delivery,Deluxe Dessert 12,2,1612.51,0.2152245523598341,365.65,1246.86,,0,0,1,2020,0,0,2,0,,0,0,19:06:44,2020-01-13 19:06:44+05:30,26.6,0.0,0
2020-01-13,delivery,Herb Burger,1,2093.6,0.0015925122632125,626.86,1466.74,,0,0,1,2020,0,0,2,0,,0,0,19:12:26,2020-01-13 19:12:26+05:30,26.6,0.0,0
2020-01-13,takeaway,Veggie Drink 12,8,9818.3,0.2404637567978193,1449.23,8369.07,,0,0,1,2020,0,0,2,0,,0,0,14:22:46,2020-01-13 14:22:46+05:30,30.7,0.0,0
2020-01-13,delivery,Spicy Burger,1,5446.96,0.5,3256.11,2190.85,,0,0,1,2020,0,0,2,0,,0,0,09:13:49,2020-01-13 09:13:49+05:30,27.3,0.0,0
2020-01-13,takeaway,Spicy Sandwich 19,1,1671.78,0.0,437.89,1233.89,,0,0,1,2020,0,0,2,0,,0,0,18:49:49,2020-01-13 18:49:49+05:30,27.1,0.0,0
2020-01-13,takeaway,Deluxe Pasta 12,1,1531.84,0.0,364.32,1167.52,,0,0,1,2020,0,0,2,0,,0,0,10:23:11,2020-01-13 10:23:11+05:30,28.5,0.0,0
2020-01-14,takeaway,Crispy Pasta 12,3,3488.64,0.5,1122.09,2366.55,0.3216410979636764,1,0,1,2020,0,0,2,0,,1,0,12:36:11,2020-01-14 12:36:11+05:30,29.7,0.0,0
2020-01-14,table,Herb Chicken 22,1,525.65,0.013369211775707,139.18,386.46999999999997,,1,0,1,2020,0,0,2,0,,1,0,20:49:48,2020-01-14 20:49:48+05:30,25.7,0.0,0
2020-01-14,takeaway,Veggie Drink 12,4,3831.89,0.489457224824765,134.26,3697.63,,1,0,1,2020,0,0,2,0,,1,0,10:27:15,2020-01-14 10:27:15+05:30,27.8,0.0,0
2020-01-14,delivery,Sweet Pasta 19,1,563.09,0.1996711472569764,120.04,443.05,,1,0,1,2020,0,0,2,0,,1,0,14:08:00,2020-01-14 14:08:00+05:30,29.8,0.0,0
2020-01-14,delivery,Sweet Chicken 19,3,3171.98,0.2577760333750901,579.29,2592.69,,1,0,1,2020,0,0,2,0,,1,0,09:15:51,2020-01-14 09:15:51+05:30,26.1,0.0,0
2020-01-14,takeaway,Zesty Roll,3,1328.49,0.180550691714249,511.72,816.77,,1,0,1,2020,0,0,2,0,,1,0,18:48:08,2020-01-14 18:48:08+05:30,26.7,0.0,0
2020-01-14,table,Veggie Drink 19,3,2143.72,0.267047603040184,305.52,1838.1999999999998,,1,0,1,2020,0,0,2,0,,1,0,11:06:49,2020-01-14 11:06:49+05:30,29.1,0.0,0
2020-01-14,delivery,Sweet Chicken 19,5,3404.87,0.2140327576142826,1499.95,1904.9199999999998,,1,0,1,2020,0,0,2,0,,1,0,12:20:23,2020-01-14 12:20:23+05:30,29.7,0.0,0
2020-01-14,table,Veggie Roll,5,2474.71,0.2603603577321089,744.53,1730.18,,1,0,1,2020,0,0,2,0,,1,0,14:07:54,2020-01-14 14:07:54+05:30,29.8,0.0,0
2020-01-14,delivery,Veggie Dessert 12,2,1258.83,0.0,429.12,829.7099999999999,,1,0,1,2020,0,0,2,0,,1,0,10:16:38,2020-01-14 10:16:38+05:30,27.8,0.0,0
2020-01-14,table,Spicy Drink 22,2,2377.93,0.0094993928342531,676.27,1701.6599999999999,,1,0,1,2020,0,0,2,0,,1,0,20:45:21,2020-01-14 20:45:21+05:30,25.7,0.0,0
2020-01-14,delivery,Sweet Pasta 19,1,563.09,0.1996711472569764,120.04,443.05,,1,0,1,2020,0,0,2,0,,1,0,14:08:00,2020-01-14 14:08:00+05:30,29.8,0.0,0
2020-01-14,delivery,Sweet Chicken 12,2,7279.05,0.0,1622.96,5656.09,,1,0,1,2020,0,0,2,0,,1,0,09:03:32,2020-01-14 09:03:32+05:30,26.1,0.0,0
2020-01-14,table,Veggie Burger,4,3684.53,0.0,1278.95,2405.58,,1,0,1,2020,0,0,2,0,,1,0,09:38:36,2020-01-14 09:38:36+05:30,26.1,0.0,0
2020-01-14,delivery,Crispy Drink,2,3907.19,0.2694980108617937,1037.57,2869.62,,1,0,1,2020,0,0,2,0,,1,0,17:57:14,2020-01-14 17:57:14+05:30,27.9,0.0,0
2020-01-14,table,Herb Burger 12,1,2736.28,0.0125711859874354,1211.98,1524.3000000000002,,1,0,1,2020,0,0,2,0,,1,0,20:28:45,2020-01-14 20:28:45+05:30,25.7,0.0,0
2020-01-14,delivery,Veggie Roll,4,1786.14,0.0114212880663854,530.54,1255.6000000000001,,1,0,1,2020,0,0,2,0,,1,0,10:21:00,2020-01-14 10:21:00+05:30,27.8,0.0,0
2020-01-14,delivery,Crispy Dessert 9,4,1624.64,0.0,320.97,1303.67,0.1975637679732125,1,0,1,2020,0,0,2,0,,1,0,10:49:18,2020-01-14 10:49:18+05:30,27.8,0.0,0
2020-01-14,table,Crispy Pasta 12,3,353.99,0.4813587008436508,134.55,219.44,,1,0,1,2020,0,0,2,0,,1,0,19:37:34,2020-01-14 19:37:34+05:30,26.1,0.0,0
2020-01-14,table,Veggie Dessert 9,1,2547.36,0.2319281052057454,807.94,1739.42,,1,0,1,2020,0,0,2,0,,1,0,13:03:44,2020-01-14 13:03:44+05:30,30.0,0.0,0
2020-01-14,delivery,Deluxe Pizza 19,4,346.23,0.489504967624405,105.7,240.53000000000003,,1,0,1,2020,0,0,2,0,,1,0,20:44:56,2020-01-14 20:44:56+05:30,25.7,0.0,0
2020-01-14,table,Crispy Pasta 12,1,3391.2,0.2522054959523302,1100.3,2290.8999999999996,,1,0,1,2020,0,0,2,0,,1,0,20:18:34,2020-01-14 20:18:34+05:30,25.7,0.0,0
2020-01-14,takeaway,Classic Chicken,1,3367.91,0.2341114907161666,969.78,2398.13,,1,0,1,2020,0,0,2,0,,1,0,19:26:55,2020-01-14 19:26:55+05:30,26.1,0.0,0
2020-01-14,table,Spicy Burger 19,1,664.02,0.0,260.16,403.85999999999996,,1,0,1,2020,0,0,2,0,,1,0,09:02:03,2020-01-14 09:02:03+05:30,26.1,0.0,0
2020-01-14,table,Herb Burger,2,1806.74,0.5,632.86,1173.88,,1,0,1,2020,0,0,2,0,,1,0,09:15:06,2020-01-14 09:15:06+05:30,26.1,0.0,0
2020-01-14,table,Item50,8,2588.28,0.2083454054380675,1118.31,1469.9700000000003,,1,0,1,2020,0,0,2,0,,1,0,13:32:21,2020-01-14 13:32:21+05:30,30.0,0.0,0
2020-01-14,delivery,Spicy Chicken 19,4,2075.65,0.0065623442041432,763.13,1312.52,,1,0,1,2020,0,0,2,0,,1,0,12:14:00,2020-01-14 12:14:00+05:30,29.7,0.0,0
2020-01-14,takeaway,Deluxe Pizza,3,2224.48,0.0,571.67,1652.81,,1,0,1,2020,0,0,2,0,,1,0,10:36:18,2020-01-14 10:36:18+05:30,27.8,0.0,0
2020-01-14,delivery,Classic Chicken,2,1014.3,0.5,348.24,666.06,,1,0,1,2020,0,0,2,0,,1,0,20:47:17,2020-01-14 20:47:17+05:30,25.7,0.0,0
2020-01-14,delivery,Spicy Burger 19,3,1286.49,0.2525009912424105,350.75,935.74,,1,0,1,2020,0,0,2,0,,1,0,19:44:41,2020-01-14 19:44:41+05:30,26.1,0.0,0
2020-01-14,table,Veggie Roll,4,3848.0,0.0068932689367391,977.5,2870.5,,1,0,1,2020,0,0,2,0,,1,0,19:22:36,2020-01-14 19:22:36+05:30,26.1,0.0,0
2020-01-14,delivery,Spicy Chicken 9,2,2481.06,0.2089592896856211,412.74,2068.3199999999997,,1,0,1,2020,0,0,2,0,,1,0,10:10:19,2020-01-14 10:10:19+05:30,27.8,0.0,0
2020-01-14,delivery,Herb Pizza 9,2,7879.63,0.0,2448.9,5430.73,,1,0,1,2020,0,0,2,0,,1,0,20:20:02,2020-01-14 20:20:02+05:30,25.7,0.0,0
2020-01-14,delivery,Sweet Burger 12,2,1604.88,0.2334639448032545,401.12,1203.76,,1,0,1,2020,0,0,2,0,,1,0,20:54:43,2020-01-14 20:54:43+05:30,25.7,0.0,0
2020-01-14,delivery,Herb Drink 9,1,11851.07,0.0031591692975574,3995.82,7855.25,,1,0,1,2020,0,0,2,0,,1,0,19:59:10,2020-01-14 19:59:10+05:30,26.1,0.0,0
2020-01-14,table,Veggie Roll,1,1252.89,0.2564036287038839,358.64,894.2500000000001,,1,0,1,2020,0,0,2,0,,1,0,11:48:51,2020-01-14 11:48:51+05:30,29.1,0.0,0
2020-01-14,table,Veggie Dessert 9,3,120.0,0.0,40.14,79.86,,1,0,1,2020,0,0,2,0,,1,0,11:44:15,2020-01-14 11:44:15+05:30,29.1,0.0,0
2020-01-14,table,Veggie Roll,1,121.22,0.2529423891538875,24.75,96.47,,1,0,1,2020,0,0,2,0,,1,0,19:53:41,2020-01-14 19:53:41+05:30,26.1,0.0,0
2020-01-15,table,Classic Sandwich,5,8250.91,0.2040688799723955,2332.84,5918.07,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,13:50:02,2020-01-15 13:50:02+05:30,30.8,0.0,0
2020-01-15,delivery,Spicy Burger 22,2,4063.15,0.0,884.4,3178.75,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:59:45,2020-01-15 19:59:45+05:30,26.7,0.0,0
2020-01-15,delivery,Crispy Pasta 12,1,1270.67,0.0057752228013034,389.86,880.8100000000001,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:53:24,2020-01-15 19:53:24+05:30,26.7,0.0,0
2020-01-15,delivery,Spicy Sandwich 19,2,2566.84,0.4895398560601995,615.66,1951.1800000000003,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,11:11:09,2020-01-15 11:11:09+05:30,29.1,0.0,0
2020-01-15,delivery,Veggie Burger,3,120.0,0.0,27.32,92.68,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:50:10,2020-01-15 19:50:10+05:30,26.7,0.0,0
2020-01-15,delivery,Spicy Burger 19,5,217.33,0.2140319439872411,48.24,169.09,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,20:47:00,2020-01-15 20:47:00+05:30,25.9,0.0,0
2020-01-15,delivery,Sweet Chicken 12,2,7279.05,0.0,1622.96,5656.09,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,09:03:32,2020-01-15 09:03:32+05:30,26.6,0.0,0
2020-01-15,delivery,Crispy Pasta 12,1,2903.95,0.2534764563722211,1623.49,1280.4599999999998,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,09:38:35,2020-01-15 09:38:35+05:30,26.6,0.0,0
2020-01-15,takeaway,Spicy Sandwich 19,1,151.2,0.0134323259249047,41.74,109.45999999999998,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,18:23:32,2020-01-15 18:23:32+05:30,26.6,0.0,0
2020-01-15,takeaway,Zesty Burger,1,2652.81,0.0,521.74,2131.0699999999997,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,18:39:53,2020-01-15 18:39:53+05:30,26.6,0.0,0
2020-01-15,takeaway,Classic Chicken,1,1878.2,0.1963832645815575,674.22,1203.98,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,11:30:55,2020-01-15 11:30:55+05:30,29.1,0.0,0
2020-01-15,table,Spicy Dessert 12,5,3299.59,0.0,425.55,2874.04,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:03:39,2020-01-15 19:03:39+05:30,26.7,0.0,0
2020-01-15,takeaway,Herb Burger 12,5,1986.05,0.2396320757906964,326.46,1659.59,,2,0,1,2020,0,0,3,1,Tamil Thai Pongal Day,0,0,19:13:31,2020-01-15 19:13:31+05:30,26.7,0.0,0
