system_date,order_type,food_name,qty,gross_price,discount_rate,total_discount_price,total_price,discount_ratio_effective
2020-01-31,takeaway,Item50,2,455.55,0.18413261186710972,111.63,343.92,
2020-02-01,delivery,Herb Burger,1,1887.35,0.4938970873982893,629.12,1258.23,
2020-02-01,delivery,Spicy Chicken 19,5,5512.66,0.0,2330.64,3182.02,
2020-02-01,table,Sweet Chicken,4,317.76,0.24950700674232046,53.08,264.68,
2020-02-01,table,Herb Burger,4,6357.66,0.4918308380795526,1201.74,5155.92,
2020-02-02,delivery,Herb Drink 9,1,1990.81,0.0,469.9,1520.91,
2020-02-03,table,Spicy Roll,1,442.3,0.0,77.55,364.75,
2020-02-03,delivery,Crispy Pasta 12,2,1900.18,0.5,861.56,1038.62,
2020-02-03,takeaway,Sweet Chicken 12,1,2647.15,0.5,1418.38,1228.77,
2020-02-03,takeaway,Sweet Burger 12,1,3296.27,0.2534785174793624,483.44,2812.83,
2020-02-04,table,Sweet Chicken 19,3,780.1,0.23096665519498055,267.5,512.6,
2020-02-04,takeaway,Herb Drink 9,5,1799.96,0.01436367903883706,498.04,1301.92,
2020-02-04,takeaway,Veggie Roll,5,662.85,0.005185938202350756,132.61,530.24,
2020-02-05,delivery,Classic Drink,1,238.82,0.02206435601946978,50.99,187.83,
2020-02-05,delivery,Crispy Drink,2,3299.38,0.3103794631437502,923.37,2376.01,
2020-02-05,table,Veggie Dessert 9,1,120.0,0.24070735910308036,33.87,86.13,
2020-02-05,delivery,Spicy Burger 19,4,2529.72,0.17333600575073707,805.93,1723.79,
2020-02-05,takeaway,Veggie Roll,1,3257.69,0.20528308665860295,1062.73,2194.96,
2020-02-06,delivery,Veggie Pasta 19,2,164.74,0.005734752238210784,54.76,109.98,
2020-02-06,table,Veggie Burger,2,783.96,0.23953692237892824,292.25,491.71,
2020-02-07,delivery,Veggie Burger,4,120.0,0.0,28.84,91.16,
2020-02-07,table,Sweet Pasta 12,3,2637.89,0.2742825886426173,888.19,1749.7,
2020-02-07,takeaway,Herb Chicken 22,1,403.29,0.30107305492251935,172.67,230.62,
2020-02-08,table,Spicy Burger 19,1,478.99,0.5,308.37,170.62,
2020-02-09,takeaway,Crispy Drink,2,1442.53,0.01191224120267873,772.92,669.61,
2020-02-09,delivery,Zesty Chicken 22,1,13804.45,0.01177008175905491,4263.96,9540.49,
2020-02-09,delivery,Classic Pasta 19,1,1750.65,0.0,483.59,1267.06,
2020-02-09,table,Herb Drink 9,1,1333.57,0.17948679746946933,422.71,910.86,
2020-02-10,delivery,Herb Dessert 19,1,1241.04,0.5,690.51,550.53,
2020-02-10,table,Veggie Drink 9,3,927.92,0.5,418.78,509.14,
2020-02-10,table,Zesty Burger 22,3,1485.01,0.0,577.58,907.43,
2020-02-10,delivery,Classic Chicken,3,370.26,0.01824062755574897,131.98,238.28,
2020-02-11,delivery,Herb Burger 12,2,1438.29,0.25910245341207844,580.15,858.14,
2020-02-11,takeaway,Sweet Chicken 19,2,3517.16,0.15396840344703802,1215.96,2301.2,
2020-02-11,takeaway,Sweet Chicken 19,1,244.46,0.22899171841142102,41.4,203.06,
2020-02-11,table,Deluxe Dessert 22,1,456.63,0.1911729362402218,135.08,321.55,
2020-02-11,delivery,Zesty Burger,2,1051.54,0.24229946565140847,395.61,655.93,
2020-02-11,table,Veggie Drink 9,1,1905.83,0.0,525.84,1379.99,
2020-02-11,table,Herb Burger 12,3,1319.45,0.006053549353234904,428.32,891.13,
2020-02-11,delivery,Classic Pasta 19,1,1766.65,0.20550140043189838,270.11,1496.54,
2020-02-12,delivery,Spicy Dessert,2,2068.82,0.001987494893172512,645.51,1423.31,
2020-02-12,table,Sweet Pasta 19,3,273.37,0.0,31.53,241.84,
2020-02-12,takeaway,Veggie Roll,1,7245.16,0.19270561908160944,949.25,6295.91,
2020-02-12,delivery,Crispy Drink,2,1269.03,0.0194969725049006,12.69,1256.34,
2020-02-12,delivery,Classic Chicken,4,1271.15,0.17149988224335733,491.43,779.72,
2020-02-12,delivery,Veggie Roll,3,776.48,0.27280576565433373,277.44,499.04,
2020-02-12,takeaway,Herb Dessert 19,1,1873.6,0.2437353022769301,524.87,1348.73,
2020-02-13,delivery,Crispy Pasta 12,4,2020.61,0.2345566355569993,404.43,1616.18,
2020-02-14,table,Crispy Burger 22,3,904.48,0.019924118453642673,219.09,685.39,
2020-02-14,delivery,Sweet Pasta 19,2,964.12,0.0,192.06,772.06,
2020-02-14,takeaway,Crispy Pasta 12,1,1358.0,0.016324129266661644,412.22,945.78,
2020-02-14,takeaway,Herb Burger 12,2,231.59,0.015436541538698686,40.43,191.16,
2020-02-15,delivery,Deluxe Chicken,2,1789.9,0.007211856913583366,626.51,1163.39,
2020-02-15,delivery,Crispy Pasta 12,2,2062.4,0.0,982.6,1079.8,
2020-02-16,takeaway,Deluxe Pizza 22,1,246.23,0.0,41.43,204.8,
2020-02-16,table,Sweet Chicken 12,1,1545.92,0.009638781935607238,40.86,1505.06,
2020-02-16,delivery,Veggie Dessert 9,1,1690.81,0.0,239.56,1451.25,
2020-02-16,table,Sweet Roll 9,1,2388.36,0.0,243.4,2144.96,
2020-02-17,delivery,Crispy Pasta 12,3,1743.99,0.25756605555267886,690.19,1053.8,
2020-02-17,delivery,Spicy Sandwich 19,1,2056.5,0.018136657756965737,598.2,1458.3,
2020-02-17,takeaway,Herb Burger,4,6694.87,0.0,2104.38,4590.49,
2020-02-18,takeaway,Deluxe Chicken,6,2351.23,0.0,742.6,1608.63,
2020-02-18,takeaway,Crispy Drink,1,164.25,0.0,46.78,117.47,
2020-02-18,delivery,Crispy Pasta 12,1,1848.6,0.2720041191760911,541.74,1306.86,
2020-02-18,delivery,Sweet Chicken 19,3,1140.58,0.0,293.67,846.91,
2020-02-19,takeaway,Veggie Roll 9,2,1409.48,0.26120737257793486,486.08,923.4,
2020-02-19,delivery,Deluxe Pizza 19,1,2032.28,0.00737817235009146,329.52,1702.76,
2020-02-19,takeaway,Crispy Drink,2,1361.14,0.0012515773039207317,529.04,832.1,
2020-02-19,takeaway,Spicy Burger,2,2566.91,0.0,407.71,2159.2,
2020-02-20,delivery,Zesty Burger,5,3270.31,0.012537907745874712,1300.95,1969.36,
2020-02-20,delivery,Classic Chicken,3,3132.8,0.0,671.37,2461.43,
2020-02-20,table,Sweet Chicken 19,1,932.27,0.0,143.51,788.76,
2020-02-20,table,Spicy Burger 19,1,582.18,0.2593356917092746,178.21,403.97,
2020-02-20,takeaway,Zesty Roll,2,1181.39,0.24093151416038108,336.9,844.49,
2020-02-21,takeaway,Crispy Pasta 12,6,2929.86,0.003749962194315512,528.89,2400.97,
2020-02-21,takeaway,Item50,1,1581.61,0.019805250575553907,529.29,1052.32,
2020-02-22,delivery,Herb Sandwich 9,2,723.55,0.0006899244466407881,202.98,520.57,
2020-02-23,delivery,Sweet Burger 12,2,775.85,0.2635244299589605,205.28,570.57,
2020-02-23,table,Herb Burger,2,1176.0,0.25745512922273733,392.68,783.32,
2020-02-23,table,Sweet Burger 22,6,3890.96,0.0,1295.3,2595.66,
2020-02-24,table,Crispy Pasta 12,4,2241.94,0.0,1285.87,956.07,
2020-02-24,takeaway,Veggie Roll,1,7607.87,0.0,1515.06,6092.81,
2020-02-25,delivery,Veggie Dessert 9,1,133.33,0.18485906447621034,47.93,85.4,
2020-02-26,delivery,Herb Burger 12,5,1825.8,0.4772019613164158,705.69,1120.11,
2020-02-26,delivery,Deluxe Pasta 12,4,4346.2,0.2381460302112359,886.72,3459.48,
2020-02-27,table,Herb Drink 9,4,2339.36,0.0,399.4,1939.96,
2020-02-27,delivery,Item50,4,2073.21,0.2558666273610049,544.82,1528.39,
2020-02-27,delivery,Sweet Burger 12,8,14777.66,0.26735353215639357,2468.99,12308.67,
2020-02-27,takeaway,Crispy Drink,1,1401.81,0.14723943195530664,471.48,930.33,
2020-02-28,delivery,Deluxe Pizza,3,662.99,0.0,264.43,398.56,
2020-02-28,table,Sweet Pasta 19,1,120.0,0.006034357665973976,24.88,95.12,
2020-02-29,takeaway,Spicy Chicken 19,4,1907.7,0.0,160.56,1747.14,
2020-03-01,table,Veggie Roll,4,1714.35,0.0,475.13,1239.22,
2020-03-01,table,Veggie Roll,4,3068.08,0.006934253194578911,1230.53,1837.55,
2020-03-01,takeaway,Veggie Dessert 9,2,120.0,0.22842941360162441,32.78,87.22,
2020-03-01,table,Sweet Chicken 12,1,1146.23,0.2198036762760011,360.59,785.64,
2020-03-02,delivery,Item50,2,2989.54,0.0,968.03,2021.51,
2020-03-02,takeaway,Veggie Drink 19,2,1249.56,0.24699529652268815,310.72,938.84,
2020-03-03,delivery,Deluxe Pizza,4,3552.4,0.23715057629499553,530.3,3022.1,
2020-03-03,delivery,Crispy Pasta 12,1,2426.54,0.0,1165.9,1260.64,
2020-03-03,table,Zesty Burger 22,3,1432.49,0.2625128784412319,620.87,811.62,
2020-03-04,table,Spicy Burger 12,1,1468.92,0.013116191331197312,340.52,1128.4,
2020-03-04,delivery,Crispy Pasta 12,4,1250.62,0.2551532451330491,402.24,848.38,
2020-03-04,delivery,Veggie Roll,3,1571.57,0.26806447068380357,607.3,964.27,
2020-03-04,takeaway,Spicy Pizza,3,2055.04,0.003159878734917206,743.92,1311.12,
2020-03-05,takeaway,Spicy Burger 19,4,177.51,0.0,55.01,122.5,
2020-03-05,table,Herb Drink 9,5,1795.03,0.0,309.34,1485.69,
2020-03-06,delivery,Veggie Dessert 9,2,270.9,0.0,60.62,210.28,
2020-03-06,delivery,Herb Drink 9,1,3059.84,0.0,790.2,2269.64,
2020-03-07,delivery,Veggie Drink 9,1,935.09,0.0,372.36,562.73,
2020-03-07,table,Crispy Pasta 12,1,567.51,0.003971530674963338,160.77,406.74,
2020-03-07,takeaway,Spicy Drink,1,222.54,0.010619750922755637,72.78,149.76,
2020-03-08,takeaway,Classic Pasta 22,3,5075.29,0.2862194664238521,1317.67,3757.62,
2020-03-08,delivery,Deluxe Pizza,5,1350.83,0.17946747568999938,435.64,915.19,
2020-03-08,table,Spicy Sandwich 19,1,1848.69,0.22370176448040952,256.51,1592.18,
2020-03-09,delivery,Spicy Chicken 19,2,1443.79,0.24217656439630947,584.41,859.38,
2020-03-09,table,Spicy Burger,5,2207.34,0.23399059731985122,271.79,1935.55,
2020-03-09,table,Veggie Chicken,3,1771.57,0.18547605211524376,450.1,1321.47,
2020-03-10,delivery,Sweet Chicken 12,1,1032.38,0.02162762316240234,133.95,898.43,
2020-03-10,delivery,Herb Burger,6,1253.43,0.03045975059743608,338.35,915.08,
2020-03-10,takeaway,Crispy Burger 22,1,484.75,0.21576642390524142,198.78,285.97,
2020-03-11,takeaway,Classic Drink,4,814.71,0.010660156733195049,263.4,551.31,
2020-03-12,takeaway,Sweet Pasta 19,4,226.34,0.03033326959729874,75.16,151.18,
2020-03-13,delivery,Spicy Burger,1,2756.19,0.010273649027124618,1144.25,1611.94,
2020-03-13,table,Crispy Chicken 22,1,1921.03,0.5,1375.27,545.76,
2020-03-13,takeaway,Spicy Pizza,2,2560.95,0.0,1214.48,1346.47,
2020-03-14,delivery,Spicy Burger,5,1460.79,0.02434457352178346,397.53,1063.26,
2020-03-14,delivery,Spicy Burger,5,2158.53,0.027803207298603177,676.75,1481.78,
2020-03-14,delivery,Crispy Drink,2,1036.13,0.0,352.53,683.6,
2020-03-14,table,Crispy Pasta 12,3,946.3,0.26061110054065306,308.09,638.21,
2020-03-14,takeaway,Crispy Drink,3,1757.4,0.019538130955227745,293.9,1463.5,
2020-03-14,delivery,Spicy Burger 19,2,1576.31,0.0,590.22,986.09,
2020-03-14,delivery,Spicy Burger 12,1,1495.16,0.4685781364989978,400.26,1094.9,
2020-03-14,delivery,Classic Pasta 19,3,390.5,0.2478788549692397,123.98,266.52,
2020-03-15,takeaway,Veggie Burger,6,1278.68,0.007678478203494346,451.89,826.79,
2020-03-15,table,Spicy Burger 22,3,2955.17,0.2597258903464987,821.76,2133.41,
2020-03-15,table,Veggie Pasta 19,4,4997.16,0.0,752.63,4244.53,
2020-03-16,table,Classic Pasta 19,1,734.54,0.0038625678830543075,109.19,625.35,
2020-03-16,delivery,Sweet Burger 22,2,2661.72,0.020722882745298165,569.48,2092.24,
2020-03-16,takeaway,Crispy Sandwich 22,1,5117.03,0.0,964.82,4152.21,
2020-03-17,delivery,Crispy Pasta 12,1,1191.08,0.2468161941134865,279.3,911.78,
2020-03-17,delivery,Spicy Drink,1,321.67,0.0017621239286488338,68.47,253.2,
2020-03-17,delivery,Crispy Drink,2,803.45,0.018396287956328236,381.54,421.91,
2020-03-17,table,Spicy Sandwich 19,4,253.5,0.0,104.45,149.05,
2020-03-18,table,Spicy Burger 19,3,219.94,0.0058390127490771096,54.31,165.63,
2020-03-18,delivery,Zesty Burger,5,1140.12,0.006287098290649151,303.85,836.27,
2020-03-18,delivery,Spicy Chicken 19,3,1026.36,0.5,455.37,570.99,
2020-03-19,delivery,Herb Drink 9,1,1690.4,0.2536358209618473,452.66,1237.74,
2020-03-20,takeaway,Classic Chicken,2,1402.45,0.1969912644951371,457.61,944.84,
2020-03-21,takeaway,Deluxe Pizza,4,1443.69,0.22219256550640742,463.15,980.54,
2020-03-22,table,Classic Pasta 19,3,742.55,0.007505181839792631,141.74,600.81,
2020-03-23,delivery,Spicy Dessert 12,2,1043.42,0.23082513580058908,408.45,634.97,
2020-03-24,takeaway,Deluxe Dessert 22,1,1220.59,0.4677971065868775,249.75,970.84,
2020-03-25,takeaway,Crispy Burger,2,926.31,0.001848661275324634,401.16,525.15,
2020-03-26,table,Sweet Pasta,1,2129.34,0.49624307817630303,575.99,1553.35,
2020-03-27,table,Spicy Chicken 19,1,2151.33,0.20000030001385966,465.59,1685.74,
2020-03-28,delivery,Veggie Roll,4,634.81,0.032779978428942036,222.29,412.52,
2020-03-28,delivery,Herb Drink 9,1,3195.39,0.1989372367200405,658.48,2536.91,
2020-03-29,takeaway,Spicy Chicken 19,3,2706.54,0.025014670073012314,1043.52,1663.02,
2020-03-30,table,Crispy Burger 22,4,1513.93,0.0,291.32,1222.61,
2020-03-31,takeaway,Herb Burger,2,1302.17,0.20983139498772124,423.93,878.24,
2020-04-01,table,Classic Chicken,2,1352.67,0.19258858053286423,556.44,796.23,
2020-04-02,table,Classic Chicken,5,1302.28,0.2086208859210184,607.45,694.83,
2020-04-02,delivery,Item50,2,1624.7,0.03320701686451365,469.69,1155.01,
2020-04-03,takeaway,Herb Drink 9,4,1805.9,0.5,1065.75,740.15,
2020-04-03,delivery,Crispy Dessert 9,1,956.36,0.2006378905120429,299.43,656.93,
2020-04-04,table,Deluxe Chicken,1,1876.34,0.2555660421462788,593.9,1282.44,
2020-04-05,delivery,Crispy Drink,1,1012.54,0.013442222524821862,254.18,758.36,
2020-04-06,delivery,Spicy Sandwich 19,3,866.15,0.0,108.83,757.32,
2020-04-06,delivery,Veggie Sandwich,3,2112.99,0.25633601854071153,418.63,1694.36,
2020-04-06,takeaway,Veggie Burger,4,1149.21,0.018589337392817613,394.32,754.89,
2020-04-07,takeaway,Crispy Drink,1,1575.31,0.0,328.61,1246.7,
2020-04-08,takeaway,Crispy Dessert 9,1,1010.36,0.23474798795058024,191.92,818.44,
2020-04-09,table,Crispy Burger,2,1680.18,0.023107288164953062,460.56,1219.62,
2020-04-10,table,Item50,4,1474.4,0.0020361332622356033,268.93,1205.47,
2020-04-10,table,Veggie Drink 19,1,120.0,0.26844824556160907,32.11,87.89,
2020-04-11,table,Spicy Burger 19,2,1059.31,0.0036025378774314494,91.68,967.63,
2020-04-11,delivery,Sweet Chicken 19,3,1264.32,0.20453988765439077,266.1,998.22,
2020-04-11,table,Crispy Burger 22,1,1579.28,0.24683552894374985,546.87,1032.41,
2020-04-12,table,Herb Burger,3,1213.57,0.0,259.58,953.99,
2020-04-12,delivery,Veggie Roll,3,863.27,0.20644566829325356,236.1,627.17,
2020-04-13,delivery,Herb Burger 12,2,470.55,0.017457299309439078,141.94,328.61,
2020-04-14,table,Sweet Burger 12,1,977.7,0.00540485189723457,153.5,824.2,
2020-04-15,takeaway,Sweet Chicken 19,1,723.38,0.0,251.92,471.46,
2020-04-15,table,Veggie Roll,1,1633.77,0.28439526907481955,651.59,982.18,
2020-04-16,delivery,Deluxe Dessert 22,3,581.96,0.0,258.87,323.09,
2020-04-16,table,Herb Drink 9,2,1743.68,0.015073087726800891,566.91,1176.77,
2020-04-16,takeaway,Sweet Chicken 19,2,223.55,0.0,42.96,180.59,
2020-04-17,takeaway,Veggie Dessert 12,1,2345.01,0.26265657742701737,1004.38,1340.63,
2020-04-17,delivery,Deluxe Pizza,2,1679.85,0.2610604750665889,438.57,1241.28,
2020-04-18,table,Sweet Burger 12,1,1938.99,0.28939456378501527,488.55,1450.44,
2020-04-19,table,Veggie Roll,3,2527.5,0.0,1137.4,1390.1,
2020-04-20,table,Herb Burger,5,387.77,0.2561008647054102,81.98,305.79,
2020-04-21,delivery,Veggie Drink 9,2,1018.99,0.015347164739159251,119.54,899.45,
2020-04-21,delivery,Deluxe Pizza 19,3,264.48,0.0,97.64,166.84,
2020-04-22,takeaway,Sweet Roll 9,3,4564.47,0.04364083784532858,1172.38,3392.09,
2020-04-23,takeaway,Crispy Chicken 22,1,961.85,0.4773773494824327,206.59,755.26,
2020-04-24,delivery,Deluxe Dessert 19,1,1009.14,0.20152011294379793,224.72,784.42,
2020-04-25,delivery,Spicy Burger 12,2,2469.37,0.22848361346720342,843.26,1626.11,
2020-04-26,takeaway,Crispy Drink,3,1577.54,0.49250632988211346,671.37,906.17,
2020-04-26,delivery,Spicy Burger 12,2,3197.6,0.0,1129.39,2068.21,
2020-04-27,delivery,Sweet Pasta 19,3,365.35,0.0,87.54,277.81,
2020-04-28,delivery,Herb Drink 9,2,1243.28,0.5,497.05,746.23,
2020-04-29,delivery,Deluxe Pizza,3,1882.99,0.2520170807232397,629.92,1253.07,
2020-04-30,delivery,Classic Pasta,3,2391.55,0.026164826139563144,386.69,2004.86,
2020-04-30,takeaway,Veggie Roll 9,2,1620.9,0.019143550191471445,515.48,1105.42,
2020-05-01,takeaway,Spicy Burger 19,4,2845.75,0.2525508205938681,954.93,1890.82,
2020-05-02,delivery,Veggie Dessert 12,1,2385.87,0.01393214469810908,972.33,1413.54,
2020-05-03,table,Zesty Pasta 9,3,2201.27,0.0,498.79,1702.48,
2020-05-04,takeaway,Veggie Burger,2,1779.19,0.17891771492939926,766.37,1012.82,
2020-05-04,table,Herb Burger,5,800.94,0.0,357.93,443.01,
2020-05-05,delivery,Deluxe Pizza,7,1078.6,0.0,10.79,1067.81,
2020-05-05,takeaway,Crispy Drink,4,1863.86,0.2462312560568295,480.08,1383.78,
2020-05-05,delivery,Sweet Roll 9,3,2310.11,0.5,646.09,1664.02,
2020-05-05,table,Sweet Pasta 19,4,294.81,0.20396790554730834,71.01,223.8,
2020-05-05,table,Spicy Sandwich 19,5,2159.55,0.019654717816677932,872.03,1287.52,
2020-05-06,delivery,Veggie Roll,3,3209.59,0.0,942.39,2267.2,
2020-05-06,delivery,Crispy Pasta 12,1,1233.5,0.007608106458532762,583.43,650.07,
2020-05-06,delivery,Crispy Pasta 12,2,2621.2,0.2388312985648826,1546.33,1074.87,
2020-05-07,delivery,Sweet Burger 12,2,1873.87,0.0,308.84,1565.03,
2020-05-08,delivery,Veggie Burger,3,674.03,0.010647100699002572,243.82,430.21,
2020-05-08,delivery,Crispy Drink,2,3378.13,0.0,459.42,2918.71,
2020-05-09,table,Deluxe Pasta 12,3,2224.1,0.2340802623702768,875.04,1349.06,
2020-05-09,delivery,Classic Pasta 19,1,554.42,9.603524744179288e-05,121.39,433.03,
2020-05-10,delivery,Classic Chicken,3,3512.66,0.23438629995787874,1183.98,2328.68,
2020-05-11,delivery,Veggie Roll,1,1596.4,0.0,226.21,1370.19,
2020-05-11,takeaway,Sweet Chicken 19,1,673.37,0.0,277.92,395.45,
2020-05-12,table,Veggie Burger,2,1027.32,0.004977833067642982,220.9,806.42,
2020-05-12,takeaway,Crispy Drink,3,1511.24,0.006612329192603825,428.64,1082.6,
2020-05-12,delivery,Herb Burger,2,1130.52,0.02172438659464038,333.15,797.37,
2020-05-13,takeaway,Crispy Dessert 9,1,1472.4,0.2196429687298676,510.06,962.34,
2020-05-14,delivery,Crispy Pasta 12,1,1270.67,0.005775222801303434,389.86,880.81,
2020-05-14,delivery,Veggie Dessert 12,3,3079.47,0.17960437103028945,372.14,2707.33,
2020-05-15,table,Herb Burger,4,1295.71,0.0,222.53,1073.18,
2020-05-16,takeaway,Sweet Burger 12,3,287.6,0.2901387089662736,72.35,215.25,
2020-05-17,delivery,Item50,5,1768.89,0.026483384028068286,312.05,1456.84,
2020-05-18,takeaway,Sweet Chicken 19,2,246.21,0.008896422010909538,69.76,176.45,
2020-05-18,delivery,Spicy Sandwich 19,2,1867.01,0.311355648962829,555.6,1311.41,
2020-05-19,table,Veggie Dessert 9,3,1096.54,0.20913164582356103,360.36,736.18,
2020-05-20,delivery,Sweet Chicken 19,5,2941.4,0.0,584.28,2357.12,
2020-05-20,delivery,Veggie Burger,1,2845.18,0.0,713.7,2131.48,
2020-05-21,delivery,Classic Chicken,2,1284.05,0.25482701376821354,375.02,909.03,
2020-05-22,delivery,Crispy Pasta 12,3,292.55,0.0,112.01,180.54,
2020-05-23,delivery,Herb Pasta 9,3,6215.56,0.23913025968540033,1690.12,4525.44,
2020-05-24,takeaway,Deluxe Dessert 12,2,1638.08,0.2516012925674589,712.83,925.25,
2020-05-25,takeaway,Herb Drink 9,1,888.72,0.006578563688095513,239.14,649.58,
2020-05-26,takeaway,Item50,5,1637.07,0.0,294.33,1342.74,
2020-05-26,takeaway,Veggie Dessert 12,2,1933.1,0.2507076070967742,287.56,1645.54,
2020-05-27,delivery,Sweet Pasta 19,1,120.0,0.01026474957311709,29.4,90.6,
2020-05-28,table,Spicy Burger 12,2,5533.56,0.005414469549054361,1352.03,4181.53,
2020-05-28,takeaway,Classic Drink,5,3300.49,0.2066332066478553,546.56,2753.93,
2020-05-29,table,Classic Chicken 19,1,3132.47,0.0,1017.58,2114.89,
2020-05-30,takeaway,Sweet Roll 9,3,2056.85,0.0,314.67,1742.18,
